restaurant_id,id_place,url_place,title,category,address,phone_number,complete_phone_number,domain,url,stars,reviews,district,lat,long,category_clean,is_high_volume,distance_to_center_km,title_length,has_anomaly,popularity_score,quality_tier,review_tier
11,ChIJb91md2e3BZERXWut9uUCALY,https://www.google.com/maps/place/?q=place_id:ChIJb91md2e3BZERXWut9uUCALY,RESTAURANTE NIJAN,Restaurante,"AV BOLOGNESI 341A, Felipe Pardo 183, Barranco 15047",(01) 3127853,+51 1 3127853,restaurantenijan.com,https://restaurantenijan.com/,4.3,268,Barranco,-12.1475377,-77.0201465,Restaurante,False,11.504450096959884,17,False,4.82,Muy Bueno,Medio
12,ChIJw__m5CO3BZERRB5UsEgEjaw,https://www.google.com/maps/place/?q=place_id:ChIJw__m5CO3BZERRB5UsEgEjaw,Lucca Restaurante,Restaurante italiano,"Jirón Cora 113, Barranco 15063",961 723 390,+51 961 723 390,beacons.ai,https://beacons.ai/luccapastafresca,4.6,153,Barranco,-12.1428006,-77.0184368,Italiano,False,11.036906548424795,17,False,4.77,Excelente,Medio
13,ChIJGR_e8O23BZERtIDRCkVeiTg,https://www.google.com/maps/place/?q=place_id:ChIJGR_e8O23BZERtIDRCkVeiTg,Isolina Taberna Peruana,Restaurante peruano,"Av. San Martín 101, Lima 15063",943 833 031,+51 943 833 031,isolina.pe,http://isolina.pe/,4.6,7162,Barranco,-12.1476336,-77.02232049999999,Peruano,True,11.464560020461379,23,False,6.31,Excelente,Muy Alto
14,ChIJr0GICdu3BZERSQ7f2czPG-w,https://www.google.com/maps/place/?q=place_id:ChIJr0GICdu3BZERSQ7f2czPG-w,República del Pisco - Barranco,Restaurante,"Jiron Mariscal Jose Antonio de Sucre 315, Lima 15063",946 345 866,+51 946 345 866,www.republicadelpisco.com,https://www.republicadelpisco.com/#reserva,4.6,843,Barranco,-12.14834,-77.022808,Restaurante,False,11.530887970323125,30,False,5.46,Excelente,Alto
15,ChIJRcXNTOy3BZER2j0ekgqszWM,https://www.google.com/maps/place/?q=place_id:ChIJRcXNTOy3BZER2j0ekgqszWM,Rustica,Restaurante,"CORREDOR, Malecón Corredor S/N, Barranco 15063",(01) 6807070,+51 1 6807070,www.rustica.com.pe,https://www.rustica.com.pe/contacto,4.3,10850,Barranco,-12.1489651,-77.02465629999999,Restaurante,True,11.561487179167537,7,False,6.3,Muy Bueno,Muy Alto
16,ChIJNXJfuv23BZERutkcJVr32ZA,https://www.google.com/maps/place/?q=place_id:ChIJNXJfuv23BZERutkcJVr32ZA,El Fogón del Asador Parrillas & Cocina Rústica - BARRANCO,Restaurante,"Av. República de Panamá 6574, Barranco 15047",940 604 385,+51 940 604 385,wa.link,https://wa.link/6t7io7,4.3,694,Barranco,-12.1317071,-77.0182262,Restaurante,False,9.854132737148785,57,False,5.2,Muy Bueno,Alto
17,ChIJ1-DGBu63BZERkjRVEEq-8lw,https://www.google.com/maps/place/?q=place_id:ChIJ1-DGBu63BZERkjRVEEq-8lw,Canta Rana,Restaurante,"Genova 101, Barranco 15063",923 841 016,+51 923 841 016,No disponible,No disponible,4.3,2641,Barranco,-12.146801,-77.0222702,Restaurante,False,11.375108369526158,10,False,5.73,Muy Bueno,Muy Alto
18,ChIJwSFYIS-3BZERp_i0aD6l0c0,https://www.google.com/maps/place/?q=place_id:ChIJwSFYIS-3BZERp_i0aD6l0c0,Awicha,Restaurante,"Jirón Domeyer 296, Barranco 15063",921 828 779,+51 921 828 779,www.awicharestaurante.com,https://www.awicharestaurante.com/,4.3,781,Barranco,-12.1479794,-77.0230085,Restaurante,False,11.487335232760074,6,False,5.24,Muy Bueno,Alto
19,ChIJ557rg-23BZER85daPRi8aHg,https://www.google.com/maps/place/?q=place_id:ChIJ557rg-23BZER85daPRi8aHg,El Tio Mario,Restaurante,"frente, Jr.Zepita 214, Barranco 15064",(01) 4770301,+51 1 4770301,anticucheriatiomario.com,https://anticucheriatiomario.com/,4.4,2872,Barranco,-12.1492775,-77.0223707,Restaurante,False,11.642379499513972,12,False,5.83,Muy Bueno,Muy Alto
20,ChIJNw5-Cu23BZERI5bsUBb2l94,https://www.google.com/maps/place/?q=place_id:ChIJNw5-Cu23BZERI5bsUBb2l94,Acantilado de Barranco,Bar,"C. la Ermita 102, Barranco 15063",(01) 2472145,+51 1 2472145,acantilado-de-barranco.cluvi.pe,http://acantilado-de-barranco.cluvi.pe/,4.4,797,Barranco,-12.1495134,-77.02343549999999,Bar/Pub,False,11.645670743807878,22,False,5.31,Muy Bueno,Alto
21,ChIJvbOXPAa3BZERlNPtl7SJ7-4,https://www.google.com/maps/place/?q=place_id:ChIJvbOXPAa3BZERlNPtl7SJ7-4,Rue,Restaurante,"Jirón Domeyer 301, Barranco 15063",954 229 830,+51 954 229 830,No disponible,No disponible,4.4,419,Barranco,-12.148185,-77.0231462,Restaurante,False,11.5068288418999,3,False,5.06,Muy Bueno,Medio
22,ChIJb-10i_K3BZERy_N5eyj4NhM,https://www.google.com/maps/place/?q=place_id:ChIJb-10i_K3BZERy_N5eyj4NhM,Juanito De Barranco,Bar,"Av. Almte. Miguel Grau 270, Barranco 15063",947 442 513,+51 947 442 513,www.facebook.com,https://www.facebook.com/eljuanitodebarranco/,4.6,2062,Barranco,-12.1496421,-77.02066740000001,Bar/Pub,False,11.720245635125709,19,False,5.81,Excelente,Muy Alto
23,ChIJ-wQCpna3BZERyaPBnLRhbLs,https://www.google.com/maps/place/?q=place_id:ChIJ-wQCpna3BZERyaPBnLRhbLs,REIWA Izakaya Barranco,Restaurante japonés,"Av. Almte. Miguel Grau 902, Barranco 15063",963 797 882,+51 963 797 882,www.reiwaizakaya.com,http://www.reiwaizakaya.com/,4.7,584,Barranco,-12.1427903,-77.0218795,Japonés,False,10.948425372204134,22,False,5.37,Excelente,Alto
24,ChIJJW2CECq3BZER0acewjEiZZ8,https://www.google.com/maps/place/?q=place_id:ChIJJW2CECq3BZER0acewjEiZZ8,Mérito,Restaurante de alta cocina,"Jr, 28 De Julio 206, Barranco 15063",936 023 089,+51 936 023 089,www.merito.com.pe,https://www.merito.com.pe/,4.8,905,Barranco,-12.1504944,-77.020754,Alta Cocina,False,11.810770460528913,6,False,5.6,Excelente,Alto
25,ChIJE-l-bvq3BZERgs6Br3Piz9c,https://www.google.com/maps/place/?q=place_id:ChIJE-l-bvq3BZERgs6Br3Piz9c,Restaurante Viejo Fundo,Restaurante,"Av. República de Panamá 201, Barranco 4",(01) 2529898,+51 1 2529898,www.viejofundo.com.pe,http://www.viejofundo.com.pe/,4.5,2154,Barranco,-12.1402228,-77.0180876,Restaurante,False,10.769528965932745,23,False,5.77,Muy Bueno,Muy Alto
27,ChIJh7oidvG3BZERrvWXeHbu3gY,https://www.google.com/maps/place/?q=place_id:ChIJh7oidvG3BZERrvWXeHbu3gY,El Budare Restaurante,Restaurante venezolano,"Av. Almte. Miguel Grau 111, Barranco 15063",936 519 894,+51 936 519 894,www.instagram.com,https://www.instagram.com/elbudarerestaurante,4.4,5561,Barranco,-12.1509784,-77.0203425,Venezolano,True,11.872839910976284,21,False,6.09,Muy Bueno,Muy Alto
28,ChIJSXQEnfy3BZERZ_ul-PwNCFE,https://www.google.com/maps/place/?q=place_id:ChIJSXQEnfy3BZERZ_ul-PwNCFE,El Hornero Barranco,Parrilla,"Av. P.º de la República 6500, Barranco 15063",(01) 2474646,+51 1 2474646,www.elhornero.com.pe,http://www.elhornero.com.pe/,4.5,5534,Barranco,-12.1351946,-77.0199028,Parrilla,True,10.178622987860313,19,False,6.15,Muy Bueno,Muy Alto
29,ChIJO0M8E_K3BZERcuT7StpDMbo,https://www.google.com/maps/place/?q=place_id:ChIJO0M8E_K3BZERcuT7StpDMbo,Manduco Barranco,Restaurante italiano,"Pje. Rìos 2, Barranco 15063",923 161 284,+51 923 161 284,No disponible,No disponible,4.5,497,Barranco,-12.1481264,-77.0209079,Italiano,False,11.550148456047658,16,False,5.18,Muy Bueno,Medio
30,ChIJWxMfi_K3BZERe_9JztutpyY,https://www.google.com/maps/place/?q=place_id:ChIJWxMfi_K3BZERe_9JztutpyY,Bucanieri,Restaurante,"Av. Almte. Miguel Grau 107, Barranco 15063",969 317 227,+51 969 317 227,www.bucanieri.pe,https://www.bucanieri.pe/,4.4,1182,Barranco,-12.151051,-77.020347,Restaurante,False,11.880614216959096,9,False,5.47,Muy Bueno,Muy Alto
32,ChIJx7eM-u23BZERNW5XsSN2dO0,https://www.google.com/maps/place/?q=place_id:ChIJx7eM-u23BZERNW5XsSN2dO0,La Posada del Angel III,Bar restaurante,"Av. San Martín 157, Barranco 15063",(01) 2475544,+51 1 2475544,No disponible,No disponible,4.3,813,Barranco,-12.1473233,-77.0225444,Bar/Pub,False,11.425886143025108,23,False,5.26,Muy Bueno,Alto
33,ChIJiR0scPC3BZERB0wZ9xYz3W0,https://www.google.com/maps/place/?q=place_id:ChIJiR0scPC3BZERB0wZ9xYz3W0,Café Tostado,Restaurante,"Av. Nicolás de Piérola 222, Barranco 15063",(01) 2477133,+51 1 2477133,No disponible,No disponible,4.4,461,Barranco,-12.1416138,-77.0202292,Restaurante,False,10.86162577964581,12,False,5.09,Muy Bueno,Medio
34,ChIJMZ_nYO23BZER-OC8jtmLYB4,https://www.google.com/maps/place/?q=place_id:ChIJMZ_nYO23BZER-OC8jtmLYB4,BarBarian Barranco,Bar,"Av. Pedro de Osma 144, Lima 15063",No disponible,No disponible,pontebarbaro.com,https://pontebarbaro.com/,4.5,2435,Barranco,-12.15081,-77.02214239999999,Bar/Pub,False,11.81416783737829,18,False,5.82,Muy Bueno,Muy Alto
35,ChIJAQAAAPG3BZEROv4QC065Ih8,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAPG3BZEROv4QC065Ih8,Restaurante Tornamessa,Restaurante,"VX4J G95, Barranco 15063",914 346 319,+51 914 346 319,No disponible,No disponible,4.4,186,Barranco,-12.1437266,-77.0190228,Restaurante,False,11.120971569493177,22,False,4.73,Muy Bueno,Medio
36,ChIJ01sth-G3BZERHLHau6WPXV8,https://www.google.com/maps/place/?q=place_id:ChIJ01sth-G3BZERHLHau6WPXV8,Central Restaurante,Restaurante peruano,"Av. Pedro de Osma 301, Barranco 15063",(01) 2428515,+51 1 2428515,www.centralrestaurante.com.pe,http://www.centralrestaurante.com.pe/,4.6,3678,Barranco,-12.1526483,-77.02245789999999,Peruano,False,12.007769595440381,19,False,6.04,Excelente,Muy Alto
37,ChIJbZsLsfC3BZERP3Bl2k89FPI,https://www.google.com/maps/place/?q=place_id:ChIJbZsLsfC3BZERP3Bl2k89FPI,Rustica,Restaurante,"Parque Municipal Av, Av. Pedro de Osma 105 - 107, Barranco 15063",(01) 6807070,+51 1 6807070,www.rustica.com.pe,https://www.rustica.com.pe/,4.1,3869,Barranco,-12.1500237,-77.0214988,Restaurante,False,11.742736283902607,7,False,5.76,Muy Bueno,Muy Alto
38,ChIJv80Z-e23BZEROMf1RbXkJ-k,https://www.google.com/maps/place/?q=place_id:ChIJv80Z-e23BZEROMf1RbXkJ-k,Ayahuasca,Bar,"Av. San Martín 130, Barranco 15063",981 044 745,+51 981 044 745,ayahuascarestobar.com,https://ayahuascarestobar.com/,4.5,5778,Barranco,-12.1471129,-77.0221719,Bar/Pub,True,11.411213940440314,9,False,6.16,Muy Bueno,Muy Alto
39,ChIJBwGUrTG3BZEROK-ToQjOHQs,https://www.google.com/maps/place/?q=place_id:ChIJBwGUrTG3BZEROK-ToQjOHQs,CORDIAL,Vinoteca,"Av. Almte. Miguel Grau 810, Barranco 15063",957 801 199,+51 957 801 199,instagram.com,https://instagram.com/cordial_barranco?utm_medium=copy_link,4.3,88,Barranco,-12.1429929,-77.0218922,Otro,False,10.970105027639029,7,False,4.38,Muy Bueno,Bajo
40,ChIJFbCrIpC3BZERBWQPlqnzVWQ,https://www.google.com/maps/place/?q=place_id:ChIJFbCrIpC3BZERBWQPlqnzVWQ,La Vaca Negra,Restaurante,"Jr. Carlos Arrieta 299 B, Barranco 15063",933 860 933,+51 933 860 933,www.facebook.com,https://www.facebook.com/lavacanegrabg,4.3,417,Barranco,-12.1371426,-77.0205659,Restaurante,False,10.370379373770474,13,False,4.99,Muy Bueno,Medio
41,ChIJy2OcCBnIBZERenJM5LPgUIk,https://www.google.com/maps/place/?q=place_id:ChIJy2OcCBnIBZERenJM5LPgUIk,Mamma Lola,Pizzería,"Av. Ernesto Diez Canseco 119, Miraflores 15074",(01) 2416335,+51 1 2416335,www.trattoriamammalola.com,http://www.trattoriamammalola.com/,4.3,2753,Barranco,-12.1220891,-77.0298128,Otro,False,8.52427043741984,10,False,5.75,Muy Bueno,Muy Alto
42,ChIJ3_Ek8-23BZER1nIuG9BFMww,https://www.google.com/maps/place/?q=place_id:ChIJ3_Ek8-23BZER1nIuG9BFMww,La Bodega Verde,Cafetería,"Jiron Mariscal Jose Antonio de Sucre 335A, Barranco 15063",(01) 2478804,+51 1 2478804,www.facebook.com,http://www.facebook.com/labodegaverde,4.5,1881,Barranco,-12.1481666,-77.0225394,Cafetería,False,11.5177853287844,15,False,5.72,Muy Bueno,Muy Alto
43,ChIJsecEFO63BZERMTEfWPB7_iY,https://www.google.com/maps/place/?q=place_id:ChIJsecEFO63BZERMTEfWPB7_iY,Colonia & Co,Restaurante,"Av. San Martín 131, Barranco 15063",947 100 123,+51 947 100 123,No disponible,No disponible,4.5,694,Barranco,-12.1474713,-77.0224277,Restaurante,False,11.444545870551844,12,False,5.32,Muy Bueno,Alto
44,ChIJQeYLX523BZERZs4bWKb4q68,https://www.google.com/maps/place/?q=place_id:ChIJQeYLX523BZERZs4bWKb4q68,DON OSCAR,Restaurante peruano,"Felipe Pardo 147, Barranco 15063",No disponible,No disponible,No disponible,No disponible,4.3,114,Barranco,-12.147298,-77.0201771,Peruano,False,11.477744593151488,9,False,4.48,Muy Bueno,Medio
46,ChIJE1Pgae-3BZEREHxRROf7Fzk,https://www.google.com/maps/place/?q=place_id:ChIJE1Pgae-3BZEREHxRROf7Fzk,La Trastienda,Restaurante,"Boulevard Bordemar AV, Circuito de Playas 15063, Barranco 15032",940 857 559,+51 940 857 559,latrastienda.pe,https://latrastienda.pe/,4.2,1594,Barranco,-12.141734,-77.02738529999999,Restaurante,False,10.719511165154987,13,False,5.47,Muy Bueno,Muy Alto
47,ChIJK6ge5O23BZERq90WtvXYwCE,https://www.google.com/maps/place/?q=place_id:ChIJK6ge5O23BZERq90WtvXYwCE,Yasu,Restaurante,"C. Coronel Alfonso Ugarte 121, Barranco 15063",(01) 3407770,+51 1 3407770,No disponible,No disponible,4.3,311,Barranco,-12.1468004,-77.0219907,Restaurante,False,11.381298969749118,4,False,4.88,Muy Bueno,Medio
48,ChIJ3bvFTzK3BZEReFXiTqj0GN4,https://www.google.com/maps/place/?q=place_id:ChIJ3bvFTzK3BZEReFXiTqj0GN4,Tequeño Lab - Barranco,Restaurante de fusión,"Av. Almte. Miguel Grau 910, Barranco 15063",967 019 944,+51 967 019 944,linktr.ee,http://linktr.ee/TequenoLab,4.8,217,Barranco,-12.1426604,-77.02192120000001,Fusión,False,10.933352880398846,22,False,5.03,Excelente,Medio
49,ChIJ8bcbKfe3BZERKf0hpys82s0,https://www.google.com/maps/place/?q=place_id:ChIJ8bcbKfe3BZERKf0hpys82s0,Don Enluzke,Restaurante,"Plaza Butters, Av Lima 254, Barranco, Lima 15063",(01) 2499564,+51 1 2499564,www.facebook.com,https://www.facebook.com/donenluzke/,4.3,141,Barranco,-12.143508,-77.0162603,Restaurante,False,11.17429857258389,11,False,4.56,Muy Bueno,Medio
50,ChIJXZJ09u23BZERqGNK3oSXx5M,https://www.google.com/maps/place/?q=place_id:ChIJXZJ09u23BZERqGNK3oSXx5M,Antica Pizzería Barranco,Restaurante italiano,"Av. San Martín 201, Barranco 15063",994 293 370,+51 994 293 370,www.anticapizzeria.com.pe,http://www.anticapizzeria.com.pe/,4.3,1114,Barranco,-12.1469211,-77.0227025,Italiano,False,11.378664656058778,24,False,5.39,Muy Bueno,Muy Alto
52,ChIJd5_jHvK3BZERasO1o8okNkk,https://www.google.com/maps/place/?q=place_id:ChIJd5_jHvK3BZERasO1o8okNkk,Canta Ranita,Restaurante,"Jiron Unión 147, Barranco 15063",936 626 401,+51 936 626 401,www.cantarana.pe,http://www.cantarana.pe/,4.4,1081,Barranco,-12.1470526,-77.0209315,Restaurante,False,11.433095469844575,12,False,5.43,Muy Bueno,Muy Alto
53,ChIJ0xgzG_G3BZERdntMJjIkLmY,https://www.google.com/maps/place/?q=place_id:ChIJ0xgzG_G3BZERdntMJjIkLmY,Amoramar,Restaurante,"Av. Pardo y Aliaga 672, San Isidro 15073",955 372 225,+51 955 372 225,www.amoramar.com,http://www.amoramar.com/,4.5,2742,Barranco,-12.105626,-77.0389399,Restaurante,False,6.588034169532814,8,False,5.87,Muy Bueno,Muy Alto
54,ChIJKQq_CfK3BZERseIs1IkvuIA,https://www.google.com/maps/place/?q=place_id:ChIJKQq_CfK3BZERseIs1IkvuIA,La Tostadora - Café y Arte Libre,Cafetería,"Jr, Jirón Domeyer 132, Barranco 15063",938 321 549,+51 938 321 549,www.latostadoracafe.com,http://www.latostadoracafe.com/,4.4,507,Barranco,-12.1475731,-77.0218282,Cafetería,False,11.468944438682708,32,False,5.13,Muy Bueno,Alto
55,ChIJQdTpXuW3BZERTH2OLQ0_d4Q,https://www.google.com/maps/place/?q=place_id:ChIJQdTpXuW3BZERTH2OLQ0_d4Q,Sofá Café Barranco.,Restaurante,"Av. San Martín N°480, Barranco 15063",977 777 001,+51 977 777 001,www.sofacafeperu.com,http://www.sofacafeperu.com/,4.4,2992,Barranco,-12.141372,-77.02317099999999,Restaurante,False,10.764698749822495,19,False,5.84,Muy Bueno,Muy Alto
56,ChIJsStqZvK3BZERl9NjtyC_DkE,https://www.google.com/maps/place/?q=place_id:ChIJsStqZvK3BZERl9NjtyC_DkE,Feria Bar,Bar,"Sanchez Carrion 110, Barranco 15063",(01) 5339016,+51 1 5339016,No disponible,No disponible,4.2,456,Barranco,-12.1488786,-77.0206376,Bar/Pub,False,11.638092178455215,9,False,4.97,Muy Bueno,Medio
58,ChIJtT6viPC3BZER1qikPfz24mI,https://www.google.com/maps/place/?q=place_id:ChIJtT6viPC3BZER1qikPfz24mI,Grill Berna,Restaurante,"Av. Nicolás de Piérola 401, Barranco 15063",(01) 4773034,+51 1 4773034,No disponible,No disponible,4.1,580,Barranco,-12.1416213,-77.0187217,Restaurante,False,10.902246019831452,11,False,5.01,Muy Bueno,Alto
59,ChIJe40GD_C3BZERiWQdb6Q8hCM,https://www.google.com/maps/place/?q=place_id:ChIJe40GD_C3BZERiWQdb6Q8hCM,El Tizón,Bar,"Barranco, Av. Nicolás de Piérola 148, Lima",997 242 695,+51 997 242 695,No disponible,No disponible,4.3,1768,Barranco,-12.141443400000002,-77.0210835,Bar/Pub,False,10.821705470296115,8,False,5.57,Muy Bueno,Muy Alto
60,ChIJLSz0O_K3BZERbt-hwVYv3Ow,https://www.google.com/maps/place/?q=place_id:ChIJLSz0O_K3BZERbt-hwVYv3Ow,Naed Enrollados Barranco,Restaurante,LIMA 15063,(01) 2283735,+51 1 2283735,naedperu.com,http://naedperu.com/,4.3,959,Barranco,-12.1475236,-77.0201024,Restaurante,False,11.503993904876333,24,False,5.33,Muy Bueno,Alto
61,ChIJ1eE74Yq3BZERFQZhDtiwtjM,https://www.google.com/maps/place/?q=place_id:ChIJ1eE74Yq3BZERFQZhDtiwtjM,AMMO,Bar,"Playa Las Cascadas, Av, Circuito de Playas, Barranco 00003",988 641 697,+51 988 641 697,No disponible,No disponible,4.4,170,Barranco,-12.1430794,-77.0266158,Bar/Pub,False,10.880737682307734,4,False,4.7,Muy Bueno,Medio
64,ChIJqa8l3vG3BZEREMCn88mNQi4,https://www.google.com/maps/place/?q=place_id:ChIJqa8l3vG3BZEREMCn88mNQi4,Arepa Café Lima,Restaurante venezolano,"Av. Almte. Miguel Grau 624, Barranco 15063",923 306 793,+51 923 306 793,www.atom.bio,http://www.atom.bio/arepacafe,4.5,1330,Barranco,-12.145243,-77.02171299999999,Venezolano,False,11.218470897853395,15,False,5.58,Muy Bueno,Muy Alto
65,ChIJg6q7_O23BZERl5PWEoBXXjw,https://www.google.com/maps/place/?q=place_id:ChIJg6q7_O23BZERl5PWEoBXXjw,El Muelle Cevichería,Restaurante peruano,"C. Coronel Alfonso Ugarte 206, Lima 15063",(01) 2528643,+51 1 2528643,www.instagram.com,https://www.instagram.com/elmuelledebarranco?igsh=b3oydHR5c2hvYW04,4.3,1636,Barranco,-12.1470742,-77.02262499999999,Peruano,False,11.39701664592364,20,False,5.54,Muy Bueno,Muy Alto
66,ChIJP7tgKAW3BZERXBj_OfIeFNY,https://www.google.com/maps/place/?q=place_id:ChIJP7tgKAW3BZERXBj_OfIeFNY,Belgicius Barranco,Restaurante de comida rápida,"Av. Nicolás de Piérola 194, Barranco 15063",902 660 553,+51 902 660 553,www.facebook.com,http://www.facebook.com/Belgicius.,4.3,319,Barranco,-12.1414952,-77.0207959,Restaurante,False,10.834462876821926,18,False,4.89,Muy Bueno,Medio
67,ChIJnXedkKG3BZER_p2XHpT86BQ,https://www.google.com/maps/place/?q=place_id:ChIJnXedkKG3BZER_p2XHpT86BQ,113 FUSION,Restaurante peruano,"Genova 113, Barranco 15063",993 908 998,+51 993 908 998,www.instagram.com,https://www.instagram.com/113restaurante.oficial?igsh=cm43MXAxYjVhZGY=,4.7,141,Barranco,-12.1464542,-77.0223735,Peruano,False,11.335097410798282,10,False,4.8,Excelente,Medio
68,ChIJmUQmwvC3BZERg1HWeV3ia3k,https://www.google.com/maps/place/?q=place_id:ChIJmUQmwvC3BZERg1HWeV3ia3k,Selectos Ibéricos - Barranco,Restaurante,"Av. Almte. Miguel Grau 1380, Barranco 15063",939 739 892,+51 939 739 892,www.selectosibericos.com,http://www.selectosibericos.com/,4.2,80,Barranco,-12.1382352,-77.02221689999999,Restaurante,False,10.446608573717041,28,False,4.28,Muy Bueno,Bajo
69,ChIJ7_B6ZPK3BZERRARwUUvUMIw,https://www.google.com/maps/place/?q=place_id:ChIJ7_B6ZPK3BZERRARwUUvUMIw,El Chinito Sanguchería - Barranco,Restaurante,"Av. Almte. Miguel Grau 302, Barranco 15063",946 091 680,+51 946 091 680,www.elchinito.com.pe,http://www.elchinito.com.pe/,4.3,933,Barranco,-12.1486076,-77.0209698,Restaurante,False,11.60093448262956,33,False,5.32,Muy Bueno,Alto
70,ChIJjUXfwPK3BZERsIDqCnj3vug,https://www.google.com/maps/place/?q=place_id:ChIJjUXfwPK3BZERsIDqCnj3vug,Burrito Bar,Taquería,"Av. Almte. Miguel Grau 113-A, Barranco 15063",942 899 544,+51 942 899 544,No disponible,No disponible,4.6,913,Barranco,-12.1509092,-77.0203609,Otro,False,11.864901110308278,11,False,5.49,Excelente,Alto
